country,designation,points,price,province,region_1,region_2,variety,winery
US,The Estates Evergreen,87,20,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Milbrandt
US,Traditions,87,15,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Milbrandt
Italy,Amaranto,87,18,Tuscany,Maremma,,Sangiovese,Podere San Cristoforo
US,Tinto Red,87,25,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Pomum Cellars
Austria,Exquisit,87,32,Niederösterreich,,,Zweigelt,Pratsch
Chile,Gran Reserva,87,11,Central Valley,,,Cabernet Sauvignon,Quasar
Portugal,Late Bottled Vintage,87,26,Port,,,Port,Quinta do Crasto
Portugal,Late Bottled Vintage,87,28,Port,,,Port,Quinta Vale Dona Maria
Chile,Reserva,87,13,Limarí Valley,,,Viognier,Viña Tabalí
Italy,Vigneti di Campomaggio,87,22,Tuscany,Toscana,,Red Blend,Campomaggio
Chile,Reserve,87,18,Colchagua Valley,,,Cabernet Sauvignon,El Huique
Chile,Reserva,87,14,Elqui Valley,,,Carmenère,Falernia
South Africa,Unfiltered,87,18,Western Cape,,,Sauvignon Blanc,Fleur Du Cap
US,Conner Lee Vineyard Gun Metal Red,87,35,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Guardian Cellars
South Africa,,87,30,Constantia,,,Sauvignon Blanc,Constantia Glen
US,Fall Creek Vineyard Old Vine,87,25,California,Dry Creek Valley,Sonoma,Zinfandel,Brazin
US,,87,23,California,Mendocino,Mendocino/Lake Counties,Pinot Noir,Husch
US,Estate,87,28,California,Amador County,Sierra Foothills,Sangiovese,IL Gioiello
South Africa,,87,14,Western Cape,,,Shiraz-Viognier,Leatherwood
US,,87,28,California,Sonoma County,Sonoma,Chardonnay,Longboard
Portugal,Late Bottled Vintage,87,20,Port,,,Port,Martinez Gassiot
France,Vers Cras,91,50,Burgundy,Pouilly-Fuissé,,Chardonnay,Château de Beauregard
France,Les Combettes,91,57,Burgundy,Pouilly-Fuissé,,Chardonnay,Château de Fuissé
Spain,Colección Vivanco 4 Varietales,91,85,Northern Spain,Rioja,,Tempranillo Blend,Dinastía Vivanco
US,,91,45,California,Sonoma Coast,Sonoma,Pinot Noir,Benovia
France,Les Truffières Premier Cru,91,69,Burgundy,Puligny-Montrachet,,Chardonnay,Louis Latour
Italy,Mongris Riserva,91,30,Northeastern Italy,Collio,,Pinot Grigio,Marco Felluga
Argentina,Ultra,91,24,Mendoza Province,Mendoza,,Cabernet Sauvignon,Kaiken
US,,91,80,California,Napa Valley,Napa,Petite Verdot,Jarvis
US,,91,22,California,Napa Valley,Napa,Albariño,Peter Franus
US,Old Vines,91,24,California,Dry Creek Valley,Sonoma,Zinfandel,Pezzi King
US,Oppenlander Vineyard,91,42,California,Mendocino,Mendocino/Lake Counties,Pinot Noir,Phillips Hill
Portugal,Callabriga,91,15,Douro,,,Portuguese Red,Sogrape
US,Double L,91,36,California,Santa Lucia Highlands,Central Coast,Chardonnay,Morgan
Portugal,Passagem,91,,Douro,,,Portuguese Red,Quinta das Bandeiras
US,,91,45,California,Napa Valley,Napa,Cabernet Sauvignon,Bell
US,Ingrid's Vineyard,91,80,California,Carmel Valley,Central Coast,Pinot Noir,Bernardus
France,Les Caradeux Premier Cru,91,60,Burgundy,Pernand-Vergelesses,,Chardonnay,Chanson Père et Fils
Argentina,Reserva,91,16,Mendoza Province,Mendoza,,Red Blend,Ca' de Calle
Argentina,Cincuenta y Cinco,91,120,Other,Río Negro Valley,,Pinot Noir,Bodega Chacra
Argentina,Aya,91,,Other,San Juan,,Malbec,Bodegas Borbore
Italy,Quarz,91,55,Northeastern Italy,Alto Adige,,Sauvignon,Cantina Terlano
France,Non Filtré,91,25,Burgundy,Saint-Véran,,Chardonnay,Domaine Thibert Père et Fils
France,Vieilles Vignes,91,27,Burgundy,Pouilly-Fuissé,,Chardonnay,Collovray et Terrier
France,Les Longues Terres,91,,Burgundy,Mâcon-Loché,,Chardonnay,Marcel Couturier
US,,91,28,California,Russian River Valley,Sonoma,Syrah,Longboard
Spain,Juan Rojo,91,22,Northern Spain,Toro,,Tinta de Toro,Matarredonda
France,Vieilles Vignes,91,41,Burgundy,Pouilly-Fuissé,,Chardonnay,Domaine Cordier
US,,91,27,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Forgeron
Australia,Bin 389,91,36,South Australia,South Australia,,Cabernet Sauvignon-Shiraz,Penfolds
US,,91,25,California,Mendocino County,Mendocino/Lake Counties,Zinfandel,Paul Dolan
US,Private Selection,82,11,California,California,California Other,Pinot Noir,Robert Mondavi
US,Reserve,82,13,California,Sonoma County,Sonoma,Merlot,Pavillion Crossing
US,Le Pique-Nique,82,14,California,Sonoma Valley,Sonoma,Rosé,Wellington
US,,82,9,California,California,California Other,Merlot,Happy Camper
US,Estate,82,32,California,Atlas Peak,Napa,Merlot,Astrale e Terra
US,,82,14,California,Napa County,Napa,Chardonnay,Chime
US,Park Blend,82,25,California,Paso Robles,Central Coast,Red Blend,Blackburn Wine Company
US,Reserve,82,13,California,Sonoma County,Sonoma,Chardonnay,Pavillion Crossing
US,,82,11,California,Napa County,Napa,Chardonnay,Thomas
Argentina,,82,10,Mendoza Province,Mendoza,,Chardonnay,Los Clop
Chile,Edición Limitada,82,22,Casablanca Valley,,,Pinot Noir,Morandé
Argentina,,82,6,Mendoza Province,Mendoza,,Shiraz,Funky Llama
US,Sandpiper,82,20,California,Napa Valley,Napa,Rosé,Porter Family Vineyards
US,,82,18,California,Sonoma County,Sonoma,Cabernet Sauvignon,Park Lane
Australia,,82,17,South Australia,McLaren Vale,,Chardonnay,RockBare
Argentina,,82,12,Mendoza Province,Mendoza,,Chardonnay,St. Lucas
Chile,Reserva,82,13,Limarí Valley,,,Chardonnay,Terra Andina
Australia,Ad Lib Tree hugger No Oak,82,17,Western Australia,Pemberton,,Chardonnay,Larry Cherubino
US,The Fumé,82,12,California,North Coast,North Coast,Sauvignon Blanc,Murphy-Goode
US,No. 1,82,10,California,California,California Other,Red Blend,Lot 205
US,Tuscan Nights,82,38,California,Central Coast,Central Coast,Red Blend,Pianetta
Argentina,Saurus Patagonia Select,82,20,Other,Neuquén,,Chardonnay,Familia Schroeder
Australia,,82,8,Australia Other,South Eastern Australia,,Riesling,Black Swan
US,Estate,82,50,California,Atlas Peak,Napa,Cabernet Sauvignon,Astrale e Terra
US,Bavarian Lion Vineyard,82,45,California,Knights Valley,Sonoma,Cabernet Sauvignon,Adobe Road
US,Parcel Thirty One,82,12,California,California,California Other,Zinfandel,Victory
Italy,Wine for Chicken,82,11,Italy Other,Italy,,Trebbiano,Wine for Food
US,,82,15,California,Napa Valley,Napa,Sauvignon Blanc,SKN
US,,82,11,Washington,Washington,Washington Other,Merlot,Sonnet Cellars
Argentina,,82,20,Other,Neuquén,,Sauvignon Blanc,Alpataco
Spain,,81,9,Northern Spain,Toro,,Tempranillo-Garnacha,Caño
US,The Monster,81,25,California,Paso Robles,Central Coast,Zinfandel,Norman
US,Mojo,81,39,California,Paso Robles,Central Coast,Syrah-Cabernet,Domaine Degher
Australia,Steeple Jack,81,7,South Australia,South Australia,,Cabernet Sauvignon,Ballast Stone Estate Wines
New Zealand,Station Bush Vineyard,81,,Martinborough,,,Pinot Gris,Escarpment
Brazil,,81,13,Vale dos Vinhedos,,,Cabernet Sauvignon,Vinícola Miolo
US,Kiara Private Reserve,80,20,California,Paso Robles,Central Coast,Syrah,Sylvester
US,Reserve,80,14,California,Russian River Valley,Sonoma,Merlot,Toad Hollow
New Zealand,Vicar's Choice,80,16,Marlborough,,,Pinot Noir,Saint Clair
US,Lot 2,80,18,California,California,California Other,Zinfandel,Candor
US,,80,35,Oregon,Rogue Valley,Southern Oregon,Syrah,Del Rio
Spain,,80,12,Catalonia,Alella,,Pansa Blanca,Marqués de Alella
US,Por que No?,80,25,California,Napa Valley,Napa,Red Blend,Tres Sabores
US,Reserve Selection,80,15,California,Russian River Valley,Sonoma,Chardonnay,Hayman & Hill
France,,80,29,Bordeaux,Graves,,Bordeaux-style Red Blend,Château Tour de Calens
Spain,Rosado,80,13,Northern Spain,Ribera del Duero,,Rosé,Prado Rey
US,Bon Passe Vineyard,90,60,California,Napa Valley,Napa,Cabernet Sauvignon,Darms Lane
Spain,Hermanos Lurton Cuesta de Oro,91,35,Northern Spain,Rueda,,Verdejo,J. & F. Lurton
Spain,Hermanos Lurton,87,15,Northern Spain,Rueda,,Verdejo,J. & F. Lurton
US,Champoux Vineyard,95,40,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Sineann
US,Crow Ridge Vineyard,95,33,California,Russian River Valley,Sonoma,Zinfandel,V. Sattui
US,Ascent,95,85,California,Sierra Foothills,Sierra Foothills,Syrah,Terre Rouge
US,Old Vine Estate,95,36,California,Dry Creek Valley,Sonoma,Zinfandel,Zichichi Family Vineyard
US,Sleepy Hollow Vineyard,94,39,California,Santa Lucia Highlands,Central Coast,Chardonnay,Testarossa
US,Relentless,94,70,California,Napa Valley,Napa,Red Blend,Shafer
US,Cortina,94,36,California,Dry Creek Valley,Sonoma,Zinfandel,Seghesio
US,Reserve,94,125,California,Sonoma-Napa,Napa-Sonoma,Cabernet Sauvignon,Pride Mountain
US,Darkness,94,50,Washington,Yakima Valley,Columbia Valley,Syrah,Sparkman
US,Bien Nacido Vineyard,94,39,California,Santa Maria Valley,Central Coast,Chardonnay,Testarossa
US,Edizione Pennino,94,45,California,Rutherford,Napa,Zinfandel,Rubicon Estate
Germany,Trocken,85,24,Mosel-Saar-Ruwer,,,Riesling,Fritz Haag
Italy,La Corte dal Pozzo,85,,Veneto,Valpolicella Ripasso,,"Corvina, Rondinella, Molinara",Gino Fasoli
US,,85,16,Oregon,Southern Oregon,Southern Oregon,Pinot Gris,Girardet
Austria,Hesperia,85,13,Niederösterreich,,,Rosé,Felsner
US,,85,42,California,Paso Robles,Central Coast,Grenache,Denner
US,,85,11,California,Paso Robles,Central Coast,Fumé Blanc,Castoro Cellars
US,,85,29,California,Paso Robles,Central Coast,Merlot,Cerro Prieto
US,La Sonrisa Del Tecolote,85,30,California,Napa Valley,Napa,Cabernet Sauvignon,Charles Creek
Spain,Rioja Bordón,85,10,Northern Spain,Rioja,,Rosé,Bodegas Franco-Españolas
Italy,,85,15,Veneto,Valpolicella Classico,,Red Blend,Monte del Frá
US,Fusion,85,28,California,Paso Robles,Central Coast,Rhône-style Red Blend,Ranchita Canyon
US,,85,48,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Sojourn
Spain,Viura & Chardonnay,85,11,Northern Spain,Navarra,,White Blend,Ochoa
Germany,Thomas Schmitt Private Collection Estate Bottled,85,13,Mosel-Saar-Ruwer,,,Riesling,Schmitt Söhne
US,,85,18,California,Paso Robles,Central Coast,Zinfandel,Paso Creek
France,JJ Bourgogne Blanc,85,17,Burgundy,Bourgogne,,Chardonnay,Vincent
US,,85,21,California,Paso Robles,Central Coast,Cabernet Sauvignon,Wild Horse
US,,84,22,California,Santa Ynez Valley,Central Coast,Viognier,Curtis
US,Soft Shoulder,84,35,California,Paso Robles,Central Coast,Rhône-style Red Blend,Dark Star
US,Lot 007 Reserve,84,15,Ohio,Grand River Valley,,Riesling,Debonné
US,SY-RIFC-CAB,84,29,California,Paso Robles,Central Coast,Syrah-Cabernet,Doce Robles
Spain,Crianza,84,22,Northern Spain,Rioja,,Tempranillo,Baigorri
US,Valley Oaks,84,9,California,California,California Other,Zinfandel,Fetzer
Spain,Vinya Gigi,84,24,Catalonia,Penedès,,Chardonnay,Jean León
US,Fireside Claret,84,25,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Hearthstone
US,R,84,24,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Bloomer Creek
Spain,Proyecto Cu4ro,84,12,Catalonia,Catalunya,,Red Blend,Bodegas Concavins
Spain,Reserva,84,25,Levante,Jumilla,,Red Blend,Casa de la Ermita
Italy,Collezione Ca' del Pipa,84,19,Veneto,Valpolicella Superiore Ripasso,,"Corvina, Rondinella, Molinara",Castellani Michele & Figli
Spain,,84,9,Northern Spain,Cariñena,,Garnacha,Lelia
US,,81,18,California,North Coast,North Coast,Sauvignon Blanc,Estraié
US,Reserve,81,18,California,El Dorado,Sierra Foothills,Barbera,Lava Cap
US,,81,29,California,Lake County,Mendocino/Lake Counties,Zinfandel,Beaver Creek
US,,81,23,Oregon,Rogue Valley,Southern Oregon,Grenache,Agate Ridge
US,Reserve,81,65,California,Russian River Valley,Sonoma,Zinfandel,Gia Domella
US,,81,17,California,Sonoma County,Sonoma,Chardonnay,Q
US,Limited Bottling,81,21,California,California,California Other,Viognier,Stuart Cellars
US,Estate,81,24,California,Paso Robles,Central Coast,Zinfandel,Minassian-Young
US,,81,32,Oregon,Columbia Valley (OR),Oregon Other,Cabernet Sauvignon,Cathedral Ridge
Spain,Mesache,81,11,Northern Spain,Somontano,,Red Blend,Bodegas Pirineos
US,Limited Reserve,81,40,California,Temecula Valley,South Coast,Syrah,Stuart Cellars
US,Estate Grown,81,22,California,Santa Ynez Valley,Central Coast,Merlot,Buttonwood Farm
US,Proprietor's Reserve,81,10,California,California,California Other,Merlot,Glen Ellen
US,Winemakers Reserve,81,12,California,California,California Other,Zinfandel,Dancing Bull
US,McDuffee Vineyard Reserve,81,36,Oregon,Columbia Valley (OR),Oregon Other,Chardonnay,Cathedral Ridge
US,Reserve,81,8,California,California,California Other,Chardonnay,Oak Grove
US,Estate Grown,81,18,California,Clear Lake,Mendocino/Lake Counties,Primitivo,Rosa d'Oro
US,Cascade Terrace Red,80,17,Oregon,Rogue Valley,Southern Oregon,Red Blend,Agate Ridge
US,Hawk Red,80,14,California,Santa Ynez Valley,Central Coast,Red Blend,Buttonwood Farm
US,,80,18,California,Lake County,Mendocino/Lake Counties,Dolcetto,Rosa d'Oro
US,Estate Grown,80,20,California,Clear Lake,Mendocino/Lake Counties,Barbera,Rosa d'Oro
Uruguay,Identity Tannat,80,15,Canelones,,,Rosé,Gimenez Mendez
US,,80,12,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Château Bianca
US,Five Sisters,97,100,California,Russian River Valley,Sonoma,Pinot Noir,Lynmar
US,Christopher's,96,100,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Stonestreet
US,,96,75,California,Alexander Valley,Sonoma,Bordeaux-style Red Blend,Legacy
US,,96,125,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Quilceda Creek
US,Conner Lee Vineyard Conflict,95,50,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,J. Bookwalter
US,Gap's Crown Vineyard,95,52,California,Sonoma Coast,Sonoma,Pinot Noir,Fulcrum
US,Brut,95,70,California,Sonoma Coast,Sonoma,Sparkling Blend,Schramsberg
Australia,Para Tawny,95,70,South Australia,Barossa Valley,,Port,Seppeltsfield
US,Carrie's,95,46,California,Sta. Rita Hills,Central Coast,Pinot Noir,Melville
Italy,Monte Fante Riserva,95,90,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Remo Farina
Australia,Grand,95,100,Victoria,Rutherglen,,Muscat,Chambers Rosewood Vineyards
US,Frog Prince,95,80,California,Napa Valley,Napa,Cabernet Sauvignon,Kuleto Estate
US,The Oracle of Delphi,95,85,California,California,California Other,Syrah,Sanguis
US,Eisrébe,95,50,California,Napa Valley,Napa,Scheurebe,Joseph Phelps
Italy,Riserva Sergio Zenato,95,130,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Zenato
US,Northridge,94,35,Washington,Wahluke Slope,Columbia Valley,Syrah,K Vintners
US,Kubernetes,94,75,California,California,California Other,Syrah,Sanguis
US,Red Wine,94,100,California,Napa Valley,Napa,Bordeaux-style Red Blend,Viader
US,Artemis,94,55,California,Napa Valley,Napa,Cabernet Sauvignon,Stag's Leap Wine Cellars
Italy,,94,70,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Zenato
France,Altenbourg,94,48,Alsace,Alsace,,Pinot Gris,Domaine Weinbach
US,Ice Wine,94,37,Washington,Columbia Valley (WA),Columbia Valley,Gewürztraminer,Gordon Brothers
US,Babcock Vineyard,94,48,California,Sta. Rita Hills,Central Coast,Chardonnay,Diatom
US,Reserve,94,40,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Barnard Griffin
France,L'Ermite Ermitage,94,345,Rhône Valley,Hermitage,,Syrah,M. Chapoutier
US,Insignia,94,225,California,Napa Valley,Napa,Bordeaux-style Red Blend,Joseph Phelps
Italy,Pergole Vece,94,118,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Le Salette
US,Ampelos Vineyard,94,46,California,Sta. Rita Hills,Central Coast,Syrah,Jaffurs
US,Precious Mountain Vineyard,94,90,California,Sonoma Coast,Sonoma,Pinot Noir,Williams Selyem
Italy,Campo dei Gigli,94,70,Veneto,Amarone della Valpolicella,,"Corvina, Rondinella, Molinara",Tenuta Sant'Antonio
US,Ampelos Vineyard,94,38,California,Sta. Rita Hills,Central Coast,Syrah,Samsara
Italy,Il Bosco,94,82,Veneto,Amarone della Valpolicella,,"Corvina, Rondinella, Molinara",Cesari
Italy,Pergole Vece,94,,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Le Salette
US,Huber Vineyard,94,48,California,Sta. Rita Hills,Central Coast,Chardonnay,Diatom
US,Reserve du Domaine,94,40,California,Arroyo Grande Valley,Central Coast,Pinot Noir,Laetitia
Australia,Rare Calliope,94,84,Victoria,Rutherglen,,Muscat,R.L. Buller & Son
US,The Narrow & Straight,94,60,California,California,California Other,White Blend,Sanguis
Argentina,Serie Terra Spakling,80,14,Mendoza Province,Mendoza,,Malbec,Viniterra
Italy,Masseto,100,460,Tuscany,Toscana,,Merlot,Tenuta dell'Ornellaia
Italy,Messorio,99,320,Tuscany,Toscana,,Merlot,Le Macchiole
Italy,Ornellaia,99,200,Tuscany,Bolgheri Superiore,,Red Blend,Tenuta dell'Ornellaia
France,,98,800,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Haut-Brion
Italy,Paleo,98,125,Tuscany,Toscana,,Cabernet Franc,Le Macchiole
US,,98,75,California,Oakville,Napa,Cabernet Sauvignon,Vine Cliff
Italy,Galatrona,98,135,Tuscany,Toscana,,Merlot,Fattoria Petrolo
Italy,Messorio,98,320,Tuscany,Toscana,,Merlot,Le Macchiole
Italy,Scrio,98,225,Tuscany,Toscana,,Syrah,Le Macchiole
Italy,Guado al Tasso,97,102,Tuscany,Bolgheri Superiore,,Red Blend,Marchesi Antinori
US,Stagecoach Vineyard,97,150,California,Napa Valley,Napa,Cabernet Sauvignon,Paul Hobbs
Italy,Masseto,97,460,Tuscany,Toscana,,Merlot,Tenuta dell'Ornellaia
US,16 Rows,97,150,California,Oakville,Napa,Cabernet Sauvignon,Vine Cliff
US,Kathryn Hall,96,80,California,Napa Valley,Napa,Cabernet Sauvignon,Hall
Italy,D'Alceo,96,275,Tuscany,Toscana,,Red Blend,Castello dei Rampolla
Italy,L'Apparita,96,169,Tuscany,Toscana,,Merlot,Castello di Ama
US,Dutton Ranch Rued Vineyard,96,45,California,Green Valley,Sonoma,Chardonnay,Dutton-Goldfield
Italy,Dedicato a Walter,96,90,Tuscany,Toscana,,Cabernet Franc,Poggio al Tesoro
Italy,Paleo,96,125,Tuscany,Toscana,,Cabernet Franc,Le Macchiole
Italy,Oreno,96,100,Tuscany,Toscana,,Red Blend,Tenuta Sette Ponti
US,Dutton Ranch Freestone Hill Vineyard,95,58,California,Russian River Valley,Sonoma,Pinot Noir,Dutton-Goldfield
Italy,Sorugo,95,40,Tuscany,Bolgheri Superiore,,Red Blend,Aia Vecchia
Italy,Masseto,95,460,Tuscany,Toscana,,Merlot,Tenuta dell'Ornellaia
US,Proprietress Reserve,95,60,California,Carneros,Napa-Sonoma,Chardonnay,Vine Cliff
US,Buena Prierra Vineyard Helio Doro Block,95,90,California,Russian River Valley,Sonoma,Pinot Noir,Brogan
Italy,Castello di Fonterutoli Siepi,95,120,Tuscany,Toscana,,Red Blend,Mazzei
US,Carneros Cuvée,95,50,California,Carneros,Napa-Sonoma,Sparkling Blend,Gloria Ferrer
Italy,Madre,95,,Tuscany,Toscana,,Red Blend,Poggio Antico
US,Ulises Valdez Vineyard,95,70,California,Russian River Valley,Sonoma,Chardonnay,Paul Hobbs
Spain,Dos,84,15,Levante,Jumilla,,Monastrell,Bodegas Murtia
Argentina,,84,10,Mendoza Province,Mendoza,,Sauvignon Blanc,Carlos Basso
Spain,Zios de Lusco,84,19,Galicia,Rías Baixas,,Albariño,Lusco
Spain,,84,9,Northern Spain,Cariñena,,Garnacha,Manyana
US,ZB Bien Nacido Vineyard,84,46,California,Santa Maria Valley,Central Coast,Syrah,Kynsi
US,,84,36,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Jacella
Australia,Reserve,84,13,South Australia,South Australia,,Riesling,Jacob's Creek
US,Soprendere,84,26,California,Calaveras County,Sierra Foothills,Red Blend,Zucca
US,Amare,84,24,California,Cienega Valley,Central Coast,Pinot Grigio,Pietra Santa
US,,84,20,California,Paso Robles,Central Coast,Cabernet Sauvignon,Wild Horse
US,,84,25,California,Carneros,Napa-Sonoma,Pinot Noir,Wine Spots
US,Estate,84,60,California,Diamond Mountain District,Napa,Cabernet Franc,Reverie
Argentina,,84,8,Other,Famatina Valley,,Torrontés,Santa Florentina
Spain,Tinto Joven,84,13,Northern Spain,Ribera del Duero,,Tempranillo,Abadía la Arroyada
US,Evangelho Vineyard,84,26,California,Contra Costa County,Central Coast,Carignan,Artezin
Greece,Vin de Crete,84,11,Crete,,,Red Blend,Creta Olympias
US,Destiny Vineyards Unforgettable,84,38,California,Paso Robles,Central Coast,Merlot,Hunt Cellars
US,,84,16,California,Santa Barbara County,Central Coast,Syrah,Los Alisos
Spain,,84,9,Central Spain,Vino de la Tierra de Castilla,,Garnacha,Legado Muñoz
US,Director's Cut Cinema,84,30,California,Sonoma County,Sonoma,Red Blend,Francis Ford Coppola
Greece,Red Wine,84,11,Greece,,,Red Blend,Dionysos
Australia,Flying Piano Hand Select,84,11,Australia Other,South Eastern Australia,,Shiraz,Ozwell Vintners
US,,84,35,California,Stags Leap District,Napa,Cabernet Sauvignon,Senders
US,Estate,84,75,California,Diamond Mountain District,Napa,Petite Verdot,Reverie
US,Estate Bottled,84,38,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Silver Mountain
Spain,Basa,84,15,Northern Spain,Rueda,,White Blend,Telmo Rodríguez
Spain,,84,10,Central Spain,Vino de la Tierra de Castilla,,Tempranillo-Garnacha,Tempra Tantrum
Spain,Joven,84,12,Levante,Yecla,,Red Blend,Valle de Salinas
US,,84,35,California,Napa Valley,Napa,Tempranillo,Madrigal
US,,84,10,California,California,California Other,Pinot Grigio,McManis
South Africa,,87,21,Western Cape,,,Sauvignon Blanc,Mulderbosch
Austria,Windradlweingarten,87,19,Niederösterreich,,,Zweigelt,Pratsch
South Africa,,87,25,Stellenbosch,,,Chardonnay,Thelema
US,,87,30,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,Thomas Fogarty
Chile,Reserva Especial,87,20,Limarí Valley,,,Chardonnay,Viña Tabalí
US,,87,90,California,Sonoma Coast,Sonoma,Pinot Noir,Pahlmeyer
South Africa,The Vineyards,87,13,Elgin,,,Sauvignon Blanc,South Hill
Chile,Reserva,87,9,Maipo Valley,,,Cabernet Sauvignon,Santa Alicia
US,Estate Grown,87,20,California,Alexander Valley,Sonoma,Sangiovese,Sausal
Chile,Castillo de Molina Reserva,87,12,Maule Valley,,,Shiraz,San Pedro
Portugal,Late Bottled Vintage,87,26,Port,,,Port,Ramos-Pinto
US,,87,12,California,Paso Robles,Central Coast,Sauvignon Blanc,Ancient Peaks
Italy,,87,15,Tuscany,Toscana,,Red Blend,Avignonesi
US,,87,39,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Boekenoogen
Italy,,87,13,Tuscany,Chianti Colli Senesi,,Red Blend,Fattoria Del Cerro
Portugal,Late Bottled Vintage,87,33,Port,,,Port,Churchill's
Chile,Late Harvest,87,18,Casablanca Valley,,,Sauvignon Blanc,Errazuriz
US,,87,12,California,Central Coast,Central Coast,Shiraz,Estancia
US,,87,19,California,Dry Creek Valley,Sonoma,Merlot,Dry Creek Vineyard
US,,87,20,California,Sierra Foothills,Sierra Foothills,Syrah,IL Gioiello
South Africa,,87,10,Western Cape,,,Chardonnay,Indaba
South Africa,,87,11,Coastal Region,,,Chardonnay,MAN Vintners
South Africa,Saskia,87,35,Coastal Region,,,White Blend,Miles Mossop
Italy,I Piaggioni,87,16,Tuscany,Toscana,,Sangiovese,Mocali
US,,87,18,California,Anderson Valley,Mendocino/Lake Counties,Gewürztraminer,Handley
Austria,,87,20,Burgenland,,,Zweigelt,Judith Beck
US,Vintner's Reserve,87,18,California,California,California Other,Pinot Noir,Kendall-Jackson
US,Reserve,87,20,California,Russian River Valley,Sonoma,Chardonnay,Frei Brothers
Portugal,Ruby,87,12,Port,,,Port,Poças
US,Matchless Red,87,23,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Otis Kenyon
Romania,Cuvée Charlotte,84,17,Dealu Mare,,,Red Blend,Terra Romana
US,Estate Bottled,84,35,California,Napa Valley,Napa,Sauvignon Blanc,Spring Mountain Vineyard
US,Flirtation,84,35,California,Napa Valley,Napa,Rosé,O'Brien
US,,84,19,California,California,California Other,Sauvignon Blanc,One Hope
US,,84,28,California,Marin County,North Coast,Merlot,Mount Tamalpais
US,Sunset,84,15,California,California-Oregon,,Rosé,Pali
US,Lamanuzzi & Pantaleo Vineyard Gambono,84,20,California,Madera,Central Valley,Red Blend,Westbrook Wine Farm
US,,83,24,California,Edna Valley,Central Coast,Pinot Gris,Chamisal Vineyards
US,The Crossroad,83,25,California,Santa Ynez Valley,Central Coast,Grenache-Syrah,Curtis
US,Rosso di Sette Fratelli Estate,83,12,California,Carneros,Napa-Sonoma,Merlot,Jacuzzi
US,,83,28,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Brander
France,,83,22,Bordeaux,Graves,,Bordeaux-style Red Blend,Château de Respide
US,,83,30,California,California,California Other,Cabernet Franc,Malibu
US,The Boot Red Wine,83,19,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Stella Fino
Argentina,,83,18,Mendoza Province,San Carlos,,Merlot,Occhioverde
Argentina,,83,7,Mendoza Province,Maipú,,Malbec-Bonarda,Viña Antigua
Chile,,83,9,Maule Valley,,,Carmenère,Simone
US,Benito Dusi Ranch,83,30,California,Paso Robles,Central Coast,Zinfandel,Ridge
Argentina,Estate Bottled,83,8,Mendoza Province,Mendoza,,Chardonnay,Rio Seco
Italy,,83,,Veneto,Veneto,,Pinot Grigio,San Giuseppe
US,,83,12,California,Suisun Valley,North Coast,Sauvignon Blanc,Wooden Valley
Argentina,Unoaked,83,12,Mendoza Province,Mendoza,,Chardonnay,Zolo
Argentina,Staccato,83,10,Mendoza Province,Mendoza,,Malbec-Cabernet Sauvignon,Caligiore
France,,83,16,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Mirefleurs
Lebanon,Gaston Hochar,83,50,Bekaa Valley,,,Red Blend,Château Musar
Argentina,Reserve,83,13,Other,Argentina,,Torrontés,Alto 3
US,Vortex,83,30,California,California,California Other,Sangiovese,Malibu
France,Brut,83,22,Champagne,Champagne,,Champagne Blend,Kirkland Signature
US,,83,18,California,Sonoma County,Sonoma,Sangiovese,Jacuzzi
Chile,Pargua II,83,20,Maipo Valley,,,Cabernet Blend,Viña Pargua
US,Bavarian Lion Vineyard,82,40,California,Knights Valley,Sonoma,Petite Sirah,Adobe Road
